No,Age,Male/Female,number sequences marks,number sequences time(s),number sequences duration,number sequences answered,perimeter marks,perimeter time(s),perimeter duration,perimeter answered,ratio marks,ratio time(s),ratio duration,ratio answered,fractions/decimals marks,fractions/decimals time(s),fractions/decimals duration,fractions/decimals answered,indices marks,indices time(s),indices duration,indices answered,algebra marks,algebra time(s),algebra duration,algebra answered,angles marks,angles time(s),angles duration,angles answered,volume and capacity marks,volume and capacity time(s),volume and capacity duration,volume and capacity answered (1),area marks,area time(s),area duration,area answered (2),probability marks,probability time(s),probability duration,probability answered (4),Total,Pre-Marks,Pure math marks (47),Applied math mark (53),No of questions attempted (21),Preferred Study Method,Preferred Lesson,Disliked lesson,fav subject,disliked subject,Peer
690,15,F,4,114,183,2,3.721557387,373,238,2,5,301,15,1,4,0,259,1,0,321.025256,302,2,0,1565,144,2,8,558,769,2,2,2428,218,1,2,591.8216972,0,1,8,1466.566392,504,4,23.58498304,10,2,20.23520142,18,figures,angles,set theory,buddhism,history,24
691,13,F,4,171,270,2,2.929289614,245,59,2,5,793,137,2,6,720,721,2,1.095754568,1336.100874,449,2,1,1663,192,2,5,1546,72,2,0,2089.967871,670,1,3,2640.142396,0,2,0,2021.87766,309,2,40.4794874,42,23.20680115,14.83223247,20,practicing,fractions/decimals,simultaneous equations,buddhism,buddhism,20
692,15,M,3,224,40,1,3.582913576,110,96,2,7,399,77,2,6,1249,786,2,1.27998203,865.5038835,526,0,6,969,0,2,8,1689,362,2,1,1469.569542,291,0,0,1851.456217,828,2,3,0,0,1,32.92050841,Ab ,13.40775982,23.86193933,14,figures,angles,geometry,home science,buddhism,14
693,14,M,5,42,138,2,3.129784427,110,158,2,7,567,193,2,2,561,0,2,1.100818269,1039.387758,361,1,1,124,854,1,12,1267,72,2,2,0,0,1,0,2489.641785,846,2,7,1696.445501,363,0,24.98855466,42,14.7913267,22.62687934,17,Only school lessons,angles,volume and capacity,science,maths,14
694,13,M,4,79,62,2,2.647607726,662,191,2,8,160,144,2,2,486,130,1,0,1150.557193,529,2,8,0,0,1,13,2291,869,2,0,920.4577842,641,1,1,1111.890248,786,2,4,1678.700687,309,2,17.08332386,20,20.42958565,17.83884847,17,Only school lessons,angles,set theory,history,tamil,24
695,13,M,3,130,197,1,3.101826669,445,105,2,11,485,15,2,7,265,363,1,0,1435.886649,486,2,6,363,255,1,11,977,146,2,0,2428,247,0,0,936.3278231,0,1,6,2435,378,4,29.46377135,5,10.92345008,17.73399787,21,figures,ratio,roman numbers,home science,PTS,24
696,13,M,2,131,90,1,4.032884308,110,112,2,10,410,59,2,0,436,34,0,1.010768179,674.0470865,219,1,9,1596,284,2,9,472,163,2,1,0,636,1,0,2119.937129,0,1,2,549.1546086,412,2,6,3,17.62310773,25.47808685,17,figures,ratio,percentages,home science,history,10
697,15,F,4,169,206,2,3.226293448,329,366,2,6,619,15,2,8,675,211,0,0,1303.416174,580,2,2,1383,526,2,5,1860,255,2,0,317.0625725,283,1,1,1296.526078,559,1,7,1756.030934,396,1,41.20881437,18,20.35770119,10.93439256,15,figures,fractions/decimals,geometry,buddhism,tamil,24
698,14,M,3,63,109,2,3.462026583,144,95,2,9,380,15,2,1,1047,780,2,0.090852836,570.7197368,395,2,9,1639,171,2,3,1502,393,2,0,1033.747652,0,1,3,2118.365207,226,2,7,1814.460563,470,1,46.79318506,23,12.4555465,13.52560846,13,Only school lessons,ratio,fractions,maths,PTS,20
699,14,F,2,84,252,2,4.066481844,289,228,2,4,353,26,2,4,1540,425,2,0.289089655,336.7286054,0,2,8,1881,287,1,10,2431,72,2,0,371.8802405,555,0,1,2494.58704,200,0,5,1037.836606,560,4,48.74732817,2,20.4962124,21.29259902,21,practicing,angles,simultaneous equations,history,home science,20
700,14,M,2,294,256,2,4.625130371,360,264,2,10,699,40,2,1,587,245,2,0.446370727,374.4085278,0,2,2,190,205,1,6,1488,72,2,0,323.9290987,0,1,0,618.8201158,283,0,4,2435,56,1,42.36327041,15,2,22.52732514,21,Only school lessons,ratio,probability,history,PTS,20
701,14,M,4,95,262,2,2.065986064,228,235,2,9,551,87,2,3,695,634,2,0,1181.725674,283,2,2,1970,349,2,5,934,255,2,0,2428,0,1,0,1863.02261,15,2,0,2435,245,2,6,2,14.56378719,15.92087581,21,figures,ratio,roman numbers,ict,none,24
702,15,F,3,218,243,2,2,273,327,2,7,502,15,2,4,1054,152,2,1.074013598,1256.578179,331,0,7,658,227,2,5,1178,624,2,0,707.7884627,0,1,1,2223.929423,485,2,2,2435,98,0,35.62678425,40,23.00877926,17.95630384,16,Only school lessons,ratio,probability,sinhala,sinhla,20
703,13,M,2,73,94,2,2.499651293,648,58,2,9,328,195,1,1,658,114,2,0,1435.621423,258,2,10,252,0,2,8,1346,615,2,0,990.4460792,0,1,0,2247.121165,0,1,0,23.06338819,260,4,39.37035593,Ab,7.078171475,8.176262317,11,figures,algebra,none,buddhism,maths,24
704,15,F,5,283,232,1,3.185679161,110,299,1,11,377,181,2,5,1741,260,2,0.198438842,0,32,1,8,596,0,1,5,655,577,1,2,1391.721632,211,0,3,1972.569554,0,2,8,755.8255153,195,2,14.76395297,20,25.06947959,11.62522451,15,practicing,ratio,none,dancing,health,24
705,14,M,3,160,189,1,3.561625026,154,133,2,9,300,15,2,6,436,562,2,1.088393261,2210,375,2,6,514,0,1,5,2020,72,2,2,1674.530591,201,1,0,1019.974744,0,2,4,778.9145288,350,3,62.5,8,18.22528761,10.82089332,14,figures,ratio,volume and capacity,maths,PTS,14
706,14,M,3,252,67,2,2.656542823,336,58,2,11,764,246,2,5,1733,778,1,0.097283648,1312.305965,1,1,4,0,0,1,12,1236,888,2,0,340.6748272,314,0,1,2335.96358,582,1,2,2435,8,1,20.97991914,23,19.73786934,3,19,Only school lessons,angles,circle theory,history,tamil,20
707,15,F,4,256,141,1,2.039354171,354,327,2,9,728,212,2,2,0,415,2,0,774.564283,825,1,5,1042,0,2,13,1898,580,2,0,689.4084376,321,0,0,24.02649149,715,1,5,2435,183,2,24.56946573,2,20.52529355,9.431697595,21,practicing,angles,percentages,sinhala,none,24
708,13,M,2,146,337,2,2.7841839,515,109,2,8,160,16,2,0,1477,198,2,0.271385218,1793.654096,95,2,2,1446,277,2,7,1500,238,2,0,1572.531944,261,1,6,1341.249655,463,2,0,1894.013608,0,0,31.00135707,25,24.90810992,27.91985825,14,practicing,ratio,triangles,sinhala,sinhla,10
709,13,M,4,184,98,2,3.364558513,141,214,2,11,264,283,2,4,909,167,2,0.494997376,1781.61926,86,1,4,929,246,2,9,1510,395,2,1,1759.337164,448,1,0,1372.423995,9,1,6,1348.726523,104,0,48.13957984,78,19.46188759,28.77310453,19,practicing,ratio,probability,science,history,14
710,14,F,4,259,110,1,4.312670589,439,266,2,7,189,366,2,3,325,268,1,0,1190.114213,417,2,9,452,0,1,7,1922,776,2,1,2106.375667,533,1,3,1420.24626,591,1,2,964.7399107,173,0,28.6569502,6,17.08666019,14.03508396,11,practicing,algebra,triangles,buddhism,buddhism,24
711,13,F,2,40,40,2,2.681704617,312,127,2,6,160,86,2,3,986,75,2,0,1505.333883,446,0,5,281,425,1,4,1243,356,2,1,963.0100588,608,1,3,1490.627985,0,1,4,2435,126,1,32.55423975,35,28.5,13.73292005,18,figures,ratio,set theory,sinala,tamil,24
712,14,M,2,165,125,2,2,326,312,2,4,418,237,2,8,1341,116,1,1.166381205,817.8850934,646,2,3,1499,522,2,8,1705,72,2,1,0,208,1,0,499.8773099,619,2,0,2168.956348,582,1,46.76310233,5,20.43605636,11.3285331,20,Only school lessons,fractions/decimals,decimals,sinhala,health,14
713,15,F,4,90,182,2,3.941041706,161,56,2,11,597,38,2,4,70,414,1,0,1495.040257,108,1,3,1198,310,2,11,890,229,2,0,1231.74614,603,1,2,1905.069475,199,2,6,2397.656577,378,0,15.67229533,37,13.52629994,17.67750695,10,practicing,ratio,percentages,health,home science,24
714,14,M,5,113,179,1,3.129953973,258,218,2,8,400,174,2,11,1414,701,1,0.413235378,797.2064923,149,2,9,1186,78,1,13,1533,668,2,0,202.7640351,299,1,0,2606.538683,0,2,2,259.2237508,524,1,47.9745309,9,24.48534693,3.707240503,10,figures,angles,volume and capacity,science,tamil,20
715,13,F,5,47,203,2,4.871499501,327,56,2,7,546,206,2,9,0,124,2,0.149142234,1965.007475,0,1,7,916,610,0,5,967,350,2,2,1572.819732,351,1,3,1922.444656,0,2,0,1797.139975,89,3,59.92916603,7,24.8369208,18.09711294,15,figures,fractions/decimals,circle theory,sinhala,PTS,24
716,15,M,2,95,147,2,3.665285748,424,241,2,7,318,109,1,2,1051,713,2,0.934781431,811.4472966,453,2,0,902,25,2,8,1780,768,2,0,844.580683,506,1,0,1743.834548,840,1,6,1066.40182,143,1,40.9223506,7,7.089224241,15.57641765,14,figures,angles,triangle theory,health,sinhla,14
717,15,M,4,148,321,2,3.960088509,128,300,2,3,160,15,2,1,936,197,2,0,1824.830129,295,2,10,1172,262,2,4,2398,501,2,1,1903.1181,65,1,0,2349.658593,645,1,4,2435,350,3,52.27002871,42,20.98958689,8.350222763,17,figures,algebra,area,maths,buddhism,24
718,13,F,3,197,173,2,3.025651764,452,56,2,4,330,74,2,0,466,40,0,0.863614971,740.9258334,611,2,8,1595,105,1,8,1589,1084,2,0,0,0,0,2,1855.9645,0,2,2,396.7130697,426,4,62.5,5,9.132506465,17.26913943,14,Only school lessons,algebra,set theory,science,PTS,10
719,15,M,3,109,69,2,3.249243487,197,385,2,11,643,167,1,7,977,179,0,0.894251922,706.0260374,511,2,7,2031,286,2,8,2138,72,2,0,1973.313319,503,1,3,1401.871151,0,1,1,2435,764,0,6,23,16.13193944,24.27293083,15,Only school lessons,ratio,none,health,science,20
720,15,M,4,66,119,1,3.741597143,183,343,2,8,160,74,2,2,1111,505,2,0.683653299,2053.6128,377,1,4,1325,259,1,4,996,435,2,0,2428,625,1,3,911.0149636,705,2,1,1828.180668,77,3,57.78711721,28,5.791928158,19.92677683,15,figures,ratio,roman numbers,english,buddhism,20
721,13,M,4,154,164,1,2.607354954,257,145,2,7,510,243,1,3,1202,409,2,1.400723551,1753.416296,64,1,5,2036,0,1,13,972,72,2,1,564.0495893,479,1,1,2170.922782,1216,2,0,1074.704978,323,2,34.34508225,Ab,19.16785491,23.81473079,10,figures,angles,triangle theory,maths,maths,24
722,14,M,5,60,194,2,4.385140564,367,109,2,6,585,388,2,0,387,99,2,0.792393312,1140.082821,328,1,2,1895,83,1,4,2157,546,2,1,532.850149,543,0,4,2518.918726,584,1,0,2116.877052,304,4,16.12333295,5,20.03905758,4.046917006,20,figures,ratio,decimals,ict,geography,10
723,15,M,4,162,40,2,4.103795648,212,56,2,0,563,28,2,9,690,989,2,0.57133672,1542.47246,525,2,10,764,368,2,9,2431,266,2,0,584.4053977,222,1,3,2124.334955,391,2,3,2435,514,0,6,25,15.68139601,18.468933,18,figures,algebra,simultaneous equations,ict,health,10
724,14,M,3,132,214,1,2.834815525,360,249,2,9,160,289,2,0,1002,445,2,0,643.3705161,354,0,11,1217,0,2,1,1084,151,2,1,1779.202211,481,1,0,1697.761076,0,1,3,2435,502,4,49.01007483,23,10.30159386,20.06423853,21,Only school lessons,algebra,geometry,none,home science,10
725,13,M,6,112,92,2,4.958694244,623,195,2,2,258,229,2,7,1504,0,2,0.910263851,0,213,2,10,1461,85,0,10,1729,188,2,1,0,787,1,2,2034.120689,0,1,9,1916.018594,528,2,57.08509629,42,24.80202778,19.91203033,16,Only school lessons,algebra,decimals,sinhala,tamil,24
726,14,M,3,125,40,2,3.419354515,419,214,2,9,1089,162,2,0,1165,182,2,1.018400299,921.4383687,0,0,2,2036,270,2,10,1760,415,2,1,2092.026835,202,1,0,1273.384047,820,2,6,1282.870823,464,1,44.15908887,35,21.32948117,8.443801497,17,practicing,angles,volume and capacity,sinhala,history,10
727,15,M,3,190,40,2,5,477,220,2,6,723,230,2,3,360,406,2,0,850.5072014,654,2,8,1550,303,2,7,1560,407,2,2,1924.508539,162,0,0,1553.710662,0,2,0,1161.729534,488,0,38.25691584,37,28.5,20.4364291,18,practicing,algebra,circle theory,home science,geography,24
728,13,F,3,241,215,2,3.739816386,237,164,2,9,160,240,2,1,1741,285,2,1.161241602,464.5875685,576,2,5,370,98,1,10,657,280,2,0,532.9723298,16,0,0,2310.769942,394,1,3,2090.814829,297,2,51.26580766,20,19.91148892,3,16,Only school lessons,angles,geometry,ict,history,20
729,14,M,5,173,76,2,3.733926835,557,223,2,3,679,103,1,8,776,19,1,0.304203177,923.3377801,177,1,2,0,355,2,9,1040,72,2,1,1804.96728,629,1,2,2725,0,1,1,2435,56,1,6,3,18.11377088,3,18,practicing,angles,circle theory,history,buddhism,24
730,14,M,3,211,130,2,2.924018887,246,410,2,8,327,137,2,6,1154,550,2,0,941.2187588,422,0,7,2036,216,2,13,1728,222,2,1,1750.426119,0,1,0,1442.590756,198,2,9,0,312,3,22.32393448,5,28.43346149,17.29907306,20,Only school lessons,angles,triangles,english,tamil,24
731,14,M,2,337,262,2,3.929476175,371,128,2,2,498,220,2,1,1020,478,2,1.33430513,1484.553737,63,2,0,1399,29,2,5,1838,584,2,1,1060.353928,0,1,0,2164.470657,794,2,6,1200.581018,89,4,47.98820621,42,11.71065656,29.56658257,21,figures,probability,volume and capacity,history,home science,14
732,13,F,3,204,40,1,4.023651083,423,56,2,10,530,169,2,4,695,550,2,1.023014965,996.3231783,544,1,10,1409,478,2,10,1701,299,2,0,1670.027684,262,0,0,2665.779545,150,2,4,0,0,1,46.98254453,7,10.11901987,27.87127633,17,practicing,ratio,roman numbers,civics,history,20
733,15,M,3,191,186,2,2.548340204,123,72,2,6,351,56,2,0,189,531,1,1.983362059,1079.47431,573,2,11,896,137,2,13,1591,135,2,1,2314.104835,549,1,1,2311.21962,0,0,4,2013.722108,384,0,54.70906475,15,14.46613758,18.45513672,12,practicing,angles,circle theory,science,maths,10
734,15,M,2,137,200,1,2.918940428,541,303,2,6,678,15,2,4,186,999,2,1.522925067,314.771999,110,2,6,1058,0,2,10,1824,526,2,0,967.7222139,843,1,5,2134.412021,745,1,6,960.2564698,329,3,60.89575353,20,4.681651407,15.89862638,21,Only school lessons,angles,circle theory,dancing,home science,20
735,14,M,4,101,67,2,2.430476302,775,116,2,10,281,74,1,7,704,865,2,0,1194.558732,557,2,3,310,609,1,10,2431,246,2,0,1358.859544,149,0,0,536.0932735,475,2,3,1822.340132,386,3,20.12378146,8,11.48277155,3,16,figures,ratio,roman numbers,sinala,science,24
736,14,M,4,117,40,2,2.620758665,462,234,2,1,229,293,2,7,1507,74,1,2.254356389,1111.723482,149,1,3,909,413,1,3,2237,622,2,3,2428,109,1,0,2725,0,1,6,1985.118198,173,2,38.91151591,20,16.10784776,17.96399649,18,Only school lessons,fractions/decimals,set theory,science,history,14
737,13,M,3,72,118,2,3.278828986,610,218,2,0,463,65,2,4,1605,567,2,0,1598.951204,672,2,5,2036,268,1,8,1711,646,1,0,38.61982937,0,1,2,2725,220,2,3,1516.112359,524,2,17.03930806,42,15.91925378,29.50896982,13,Only school lessons,angles,set theory,health,PTS,10
738,14,F,3,186,201,2,2.568020112,344,132,2,4,724,188,2,6,500,145,2,0,1614.580577,153,2,1,819,53,2,13,776,72,1,1,75.29210305,776,1,1,2725,139,0,0,2174.162168,567,0,16.69346357,78,18.10768938,17.52129306,17,figures,angles,volume and capacity,sinala,health,24
739,15,M,3,76,158,2,2.772250827,214,280,1,4,354,124,2,6,1095,814,1,0.947386358,1508.415847,41,2,5,1106,301,1,9,1771,440,2,1,0,201,1,1,962.8071878,136,1,3,1348.489805,112,2,50.87985216,15,25.3033725,11.93341373,17,Only school lessons,angles,triangle theory,english,tamil,24
740,15,F,3,125,40,2,2.480909037,175,400,2,7,723,17,2,0,755,237,2,0,737.081975,111,2,12,608,767,2,5,791,72,2,0,315.2030278,0,1,1,1059.468552,374,2,4,0,462,0,35.01499273,35,4.668657725,15.3292405,19,practicing,algebra,roman numbers,health,none,10
741,14,M,2,317,310,2,4.74801189,110,295,2,8,499,73,2,2,1192,773,2,1.273501992,1322.87866,0,2,2,976,281,2,8,1017,113,1,1,1222.876466,665,1,1,2725,0,2,6,2435,425,2,23.90353294,40,22.88355815,6.298621689,19,Only school lessons,ratio,probability,dancing,home science,20
742,15,M,3,245,124,2,4.440136288,266,91,2,6,901,136,2,0,931,0,2,0.161437188,301.2862985,651,2,6,861,109,1,8,1505,763,2,0,553.7901355,333,0,1,1776.252321,513,2,4,1254.122274,214,0,62.5,39,21.81374994,21.48658149,17,figures,angles,circle theory,buddhism,english,10
743,14,F,2,230,40,2,3.094560343,296,215,2,7,498,59,2,8,644,693,2,0.672466609,1573.38473,480,2,8,1875,318,2,11,304,531,2,3,2064.339894,0,1,0,2460.070171,0,2,4,0,0,1,51.5142784,6,9.930460775,21.80107498,12,Only school lessons,angles,none,history,PTS,14
744,15,M,4,74,40,2,2,585,322,2,5,424,266,2,2,58,573,1,0.617606839,2210,147,2,5,2036,568,1,3,1247,522,2,2,2025.698359,359,1,2,1183.013034,1215,2,0,2171.543481,705,4,56.48458522,78,15.29543461,37,21,Only school lessons,ratio,roman numbers,none,english,24
745,13,M,4,105,75,2,3.925882032,574,181,2,8,1000,61,2,1,779,638,2,1.550497411,880.8794184,261,2,8,1345,108,1,13,1455,211,2,1,989.4549095,312,1,4,1412.303956,731,2,4,685.9995965,639,1,36.57058372,15,28.5,32.44392867,18,practicing,angles,set theory,none,sinhla,10
746,14,F,2,203,78,1,4.069648461,482,56,2,9,734,15,1,1,1196,570,2,0.261272255,635.9488472,0,2,2,645,191,2,4,2431,761,2,1,1657.149512,112,1,0,1838.231905,1355,2,6,32.01177055,103,4,42.60553047,10,4.956205503,3,14,figures,ratio,volume and capacity,none,geography,14
747,15,M,4,201,189,1,2.638334958,234,306,2,0,641,284,2,4,481,267,2,0.553836172,0,0,1,6,0,0,2,6,2062,272,2,1,522.3754331,0,1,4,2527.850581,657,2,4,2435,168,3,38.40346332,28,18.13397423,28.56171554,15,figures,algebra,area,home science,english,10
748,14,M,2,124,132,2,4.093735983,306,81,2,1,160,15,2,2,1029,127,1,0,888.6319331,741,2,0,585,177,2,3,1635,81,2,2,1376.401777,0,1,2,2725,1379,1,0,2118.570966,325,2,48.28179333,28,2,15.98490812,15,figures,perimeter,set theory,none,sinhla,24
749,14,F,3,189,166,2,3.946632679,153,83,2,6,700,158,2,6,1173,118,1,1.879932604,570.2134119,316,2,8,0,302,2,7,1004,163,1,1,313.9628773,139,0,2,2127.023814,0,1,3,0,148,0,39.7935616,3,22.1113369,18.72425907,17,practicing,algebra,triangles,english,buddhism,20
750,13,M,4,147,152,2,2.247451588,197,56,2,11,259,206,2,3,448,434,2,0.668155909,1086.379862,379,1,2,985,151,1,0,1353,222,2,1,2388.100457,554,1,5,1473.918865,0,2,0,1054.697245,428,1,22.04152509,8,13.31920676,22.57162169,19,practicing,ratio,triangle theory,none,maths,10
751,15,F,2,201,259,2,3.162145397,341,227,2,2,718,15,2,2,1153,506,0,0.151251529,1373.991369,475,2,3,1331,0,2,9,2102,533,2,2,1470.61235,0,1,4,2725,705,1,4,430.8418734,652,1,41.29166883,18,2,15.09724528,17,practicing,angles,geometry,dancing,tamil,24
752,14,M,4,196,40,2,4.213492455,497,228,2,11,518,15,2,0,0,485,1,0,2210,689,1,10,990,199,2,13,321,72,2,0,773.9656283,421,1,1,1578.385998,319,2,7,0,42,3,62.5,Ab ,12.4908083,29.35181529,20,Only school lessons,angles,simultaneous equations,none,buddhism,10
753,15,M,2,182,127,2,3.58555666,439,89,2,5,842,226,2,2,1344,454,2,0,0,599,1,6,43,119,1,10,966,307,2,3,761.1335701,414,1,0,2048.921579,0,1,1,2435,408,1,43.39963743,9,22.23267787,15.7533173,21,practicing,angles,set theory,science,sinhla,24
754,15,F,3,40,148,2,2.984711442,110,309,2,5,635,194,2,6,390,208,2,0,943.3609389,401,1,4,2036,453,2,4,1200,507,1,1,2050.029172,83,0,0,2342.928856,148,1,4,2435,218,3,37.85717859,25,9.225555114,20.97691097,21,figures,fractions/decimals,roman numbers,maths,maths,24
755,15,M,4,244,337,1,2.717584021,110,56,2,9,329,241,2,2,1216,744,1,1.475660383,843.5686228,438,1,6,1387,0,1,5,1915,227,2,0,2135.39964,494,1,4,2654.807578,0,2,8,0,0,0,32.48474769,25,18.82570376,26.46804983,17,figures,ratio,triangles,dancing,geography,20
756,15,F,2,199,91,2,4.703216593,266,65,2,5,272,170,1,5,941,261,2,0,2210,315,2,2,1009,43,2,13,1689,775,2,0,485.8684842,0,1,0,854.0430531,303,1,7,535.2256109,290,3,44.4360321,9,3.770033752,18.16982525,17,practicing,angles,percentages,home science,none,24
757,13,M,3,169,219,2,2,607,271,2,4,160,403,2,1,1456,866,1,0.12403959,2105.018666,604,1,6,1353,0,1,1,1465,298,2,0,0,564,1,4,1088.094332,270,2,4,1189.977748,497,2,51.16219991,5,7.88618889,14.96334277,16,practicing,algebra,circle theory,civics,history,20
758,13,M,2,246,223,2,4.690089556,682,178,1,0,670,169,2,2,305,510,1,0,1426.218466,204,2,4,2036,277,1,13,1873,666,2,1,1646.558446,577,1,3,1834.382546,846,2,2,495.4171512,396,3,18.17826929,69,7.903261582,16.8238066,14,Only school lessons,angles,simultaneous equations,none,maths,10
759,15,M,5,40,92,2,4.847756661,194,163,2,7,367,99,2,6,390,824,2,1.329994859,1811.16688,83,2,1,1805,79,2,10,1603,243,2,2,2226.545421,374,1,0,2231.28185,75,2,0,1203.507109,145,3,29.23552869,18,18.28501772,14.8680957,21,figures,angles,percentages,home science,maths,14
760,15,F,4,105,40,2,3.201420104,126,123,2,7,519,130,2,5,998,528,2,0,1277.275282,6,0,4,1179,0,2,7,1003,218,2,1,1343.348964,13,1,3,2240.244468,800,2,7,2435,46,2,24.38921396,2,5.445112618,30.55539509,18,practicing,ratio,circle theory,science,history,24
761,13,M,2,143,111,2,3.332035298,216,281,2,4,360,48,2,11,648,561,2,0,541.1538856,623,1,9,1638,664,1,10,1815,436,2,0,180.2263266,149,0,3,1256.101595,0,1,1,1029.734327,0,3,28.98464724,39,9.001367517,23.48202524,18,practicing,fractions/decimals,roman numbers,sinala,sinhla,24
762,14,F,4,155,226,2,5,511,56,2,10,1011,100,2,2,836,0,2,0.419328639,1095.811173,633,2,4,2036,472,2,9,1884,166,2,2,1359.599746,0,1,3,1447.018818,120,2,6,1198.052816,465,1,13.07421707,39,27.76645563,3,10,figures,ratio,none,buddhism,PTS,24
763,14,M,5,123,73,2,2.523146159,203,339,2,3,422,79,2,9,1571,394,1,0.390995413,1705.054645,115,1,1,1656,282,1,13,1934,351,2,1,1310.293138,39,0,1,1660.066076,0,1,7,576.0857321,647,3,47.70529813,10,18.39000488,24.85580474,19,Only school lessons,angles,none,maths,home science,24
764,13,M,3,118,165,2,4.540284377,110,106,2,7,160,104,1,10,541,802,2,0,981.5165972,122,1,8,2036,17,2,13,2362,433,2,0,387.5107286,38,1,3,913.8696119,164,1,4,1736.704913,0,4,49.53194723,10,25.65673247,15.17522366,20,figures,angles,geometry,buddhism,none,24
765,14,F,2,180,85,1,3.782035071,396,56,2,5,404,128,2,7,1741,90,1,0.378844503,938.7196345,0,0,2,1120,153,1,7,968,576,2,0,803.1322819,560,1,1,2489.774942,8,2,2,2435,455,2,22.43315613,25,15.23695928,11.33594562,16,practicing,fractions/decimals,roman numbers,buddhism,health,20
766,15,M,4,222,187,2,2.911076864,323,56,2,7,402,277,2,4,1741,625,1,2.273968972,743.8633096,0,1,5,1385,159,2,0,792,109,2,0,241.5804275,421,1,2,879.5018802,265,2,3,2435,440,2,6,10,2,7.469897708,19,figures,ratio,circle theory,none,home science,10
767,14,M,3,40,92,1,3.157678127,396,71,2,9,345,183,2,7,1178,351,1,0,1720.837826,231,1,4,408,595,2,9,1290,259,2,3,1626.645969,0,1,1,1711.578885,0,1,0,2176.486317,0,3,44.77683366,37,22.76796601,9.039873998,12,practicing,ratio,simultaneous equations,civics,geography,24
768,15,M,2,215,226,2,2.805963611,453,370,2,4,237,386,2,2,785,0,1,0.532827361,919.8927571,551,1,7,1534,261,1,11,2363,72,2,1,1181.68791,294,1,0,2337.881504,1386,2,0,1597.365696,655,1,22.43529624,15,15.35318383,21.99375459,18,Only school lessons,angles,triangles,english,PTS,14
769,15,M,2,106,54,1,3.687728994,200,222,2,10,374,275,2,3,1528,0,2,1.059292105,383.4909037,859,1,0,644,307,2,10,969,448,2,2,708.3748846,465,1,0,1802.644325,41,1,4,1757.604113,116,4,41.6922595,15,8.938619662,17.24294288,12,Only school lessons,ratio,decimals,ict,science,14
770,14,M,2,218,66,2,3.379117885,401,290,2,9,460,230,2,0,1473,773,1,0.348279962,2146.507832,228,1,3,1020,387,1,5,2431,611,2,1,1632.75465,452,1,2,2522.367665,815,1,1,572.3732622,480,2,52.43427475,28,9.492365969,10.60519856,15,practicing,ratio,roman numbers,buddhism,tamil,10
771,15,M,4,40,163,2,2.532646949,314,329,2,6,366,84,2,5,134,362,2,0.701862096,732.4946553,474,2,9,1524,277,2,12,1003,685,1,0,288.4105413,0,0,2,1134.234204,437,0,8,0,439,2,62.5,78,19.64977686,30.25549147,21,figures,angles,probability,buddhism,history,20
772,14,M,3,161,168,1,3.226758673,289,114,2,4,368,117,2,1,0,840,2,0.513970049,811.7115562,606,1,7,1387,150,2,4,1366,332,2,0,623.130225,257,1,1,688.7286068,0,2,0,837.0830422,550,1,30.26582065,78,13.62668811,17.77847514,13,figures,algebra,percentages,sinhala,none,20
